source,bytes,sha256,group,scenario,disposition,destination,purpose,producer,dependencies
outputs/s5_analysis/closeout-analysis-20260917T211006Z/monitor.log,1508,f3e9864e9e21c22b3984d533fec1ec3afcd8c4ffd181f2353f7074a5f344fc22,s5_analysis/closeout-analysis-20260917T211006Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,promote,experiments/case118_annual_hierarchy/analysis/artifacts/analysis-startup-failure/monitor.txt,"Selected code, final evidence, or documented run provenance",outputs/s5_analysis/closeout-analysis-20260917T211006Z/supervise.py; invokes experiments/case118_annual_hierarchy/s5_analysis.py,Original S4/S5 archive; run.json identifies command and completion.json outcome
outputs/s5_analysis/closeout-analysis-20260917T211006Z/resources.jsonl,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,s5_analysis/closeout-analysis-20260917T211006Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,promote,experiments/case118_annual_hierarchy/analysis/artifacts/analysis-startup-failure/resources.jsonl,"Selected code, final evidence, or documented run provenance",outputs/s5_analysis/closeout-analysis-20260917T211006Z/supervise.py; invokes experiments/case118_annual_hierarchy/s5_analysis.py,Original S4/S5 archive; run.json identifies command and completion.json outcome
outputs/s5_analysis/closeout-analysis-20260917T211006Z/run.json,753,ee7b1d3af0926cabb84bc565c8d80572f4a70524c021079fc4c5807960f6ef8d,s5_analysis/closeout-analysis-20260917T211006Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,promote,experiments/case118_annual_hierarchy/analysis/artifacts/analysis-startup-failure/run.json,"Selected code, final evidence, or documented run provenance",outputs/s5_analysis/closeout-analysis-20260917T211006Z/supervise.py; invokes experiments/case118_annual_hierarchy/s5_analysis.py,Original S4/S5 archive; run.json identifies command and completion.json outcome
outputs/s5_analysis/closeout-analysis-20260917T211006Z/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,s5_analysis/closeout-analysis-20260917T211006Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,promote,experiments/case118_annual_hierarchy/analysis/artifacts/analysis-startup-failure/stderr.txt,"Selected code, final evidence, or documented run provenance",outputs/s5_analysis/closeout-analysis-20260917T211006Z/supervise.py; invokes experiments/case118_annual_hierarchy/s5_analysis.py,Original S4/S5 archive; run.json identifies command and completion.json outcome
outputs/s5_analysis/closeout-analysis-20260917T211006Z/stdout.json,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,s5_analysis/closeout-analysis-20260917T211006Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,"Duplicate printed result, sample/status view, or report; completion and resources promoted",outputs/s5_analysis/closeout-analysis-20260917T211006Z/supervise.py; invokes experiments/case118_annual_hierarchy/s5_analysis.py,Original S4/S5 archive; run.json identifies command and completion.json outcome
outputs/s5_analysis/closeout-analysis-20260917T211006Z/supervise.py,3982,50ac911346b72ce771d91158d8a30dc521df34bca986d9e06ee476a1f84703b7,s5_analysis/closeout-analysis-20260917T211006Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,promote,experiments/case118_annual_hierarchy/analysis/artifacts/analysis-startup-failure/supervise.py.txt,"Selected code, final evidence, or documented run provenance",outputs/s5_analysis/closeout-analysis-20260917T211006Z/supervise.py (source code; not a generated result),"Imports, environment variables and input paths are specified in this source; see group disposition"
outputs/s5_analysis/closeout-analysis-20260917T211119Z/S5_PROTOCOL_at_analysis_reconstructed.md,15630,fbefdbe593060652ba732e42bb95046fbb96992f026fde2dd2fc5ba7411ae104,s5_analysis/closeout-analysis-20260917T211119Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,promote,experiments/case118_annual_hierarchy/analysis/artifacts/analysis-completed/S5_PROTOCOL_at_analysis_reconstructed.md,"Selected code, final evidence, or documented run provenance",outputs/s5_analysis/closeout-analysis-20260917T211119Z/supervise.py; invokes experiments/case118_annual_hierarchy/s5_analysis.py,Original S4/S5 archive; run.json identifies command and completion.json outcome
outputs/s5_analysis/closeout-analysis-20260917T211119Z/completion-report.txt,1640,85e9a6fecd15505bdcea3dffbb7639ef766627f6db0d983d5e78e40f181df6d8,s5_analysis/closeout-analysis-20260917T211119Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,"Duplicate printed result, sample/status view, or report; completion and resources promoted",outputs/s5_analysis/closeout-analysis-20260917T211119Z/supervise.py; invokes experiments/case118_annual_hierarchy/s5_analysis.py,Original S4/S5 archive; run.json identifies command and completion.json outcome
outputs/s5_analysis/closeout-analysis-20260917T211119Z/completion.json,389,670dbbf180a02767228287558e45f5112246de9375142f2f9cb8f7c58174fe8e,s5_analysis/closeout-analysis-20260917T211119Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,promote,experiments/case118_annual_hierarchy/analysis/artifacts/analysis-completed/completion.json,"Selected code, final evidence, or documented run provenance",outputs/s5_analysis/closeout-analysis-20260917T211119Z/supervise.py; invokes experiments/case118_annual_hierarchy/s5_analysis.py,Original S4/S5 archive; run.json identifies command and completion.json outcome
outputs/s5_analysis/closeout-analysis-20260917T211119Z/initial-report.txt,1710,1ac855d2aa514e19267f62357518defda88ca25438512a71f458d4f7bf64a113,s5_analysis/closeout-analysis-20260917T211119Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,"Duplicate printed result, sample/status view, or report; completion and resources promoted",outputs/s5_analysis/closeout-analysis-20260917T211119Z/supervise.py; invokes experiments/case118_annual_hierarchy/s5_analysis.py,Original S4/S5 archive; run.json identifies command and completion.json outcome
outputs/s5_analysis/closeout-analysis-20260917T211119Z/monitor.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,s5_analysis/closeout-analysis-20260917T211119Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,promote,experiments/case118_annual_hierarchy/analysis/artifacts/analysis-completed/monitor.txt,"Selected code, final evidence, or documented run provenance",outputs/s5_analysis/closeout-analysis-20260917T211119Z/supervise.py; invokes experiments/case118_annual_hierarchy/s5_analysis.py,Original S4/S5 archive; run.json identifies command and completion.json outcome
outputs/s5_analysis/closeout-analysis-20260917T211119Z/resources.jsonl,97157,d53b61aff67629197ad3503273b6a8617836bf295079977a838b68fe96a21a88,s5_analysis/closeout-analysis-20260917T211119Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,promote,experiments/case118_annual_hierarchy/analysis/artifacts/analysis-completed/resources.jsonl,"Selected code, final evidence, or documented run provenance",outputs/s5_analysis/closeout-analysis-20260917T211119Z/supervise.py; invokes experiments/case118_annual_hierarchy/s5_analysis.py,Original S4/S5 archive; run.json identifies command and completion.json outcome
outputs/s5_analysis/closeout-analysis-20260917T211119Z/run.json,753,9cfe04b6227f7507b27c3776bc243ce65c2d1d1f345de619e2005a94edea020a,s5_analysis/closeout-analysis-20260917T211119Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,promote,experiments/case118_annual_hierarchy/analysis/artifacts/analysis-completed/run.json,"Selected code, final evidence, or documented run provenance",outputs/s5_analysis/closeout-analysis-20260917T211119Z/supervise.py; invokes experiments/case118_annual_hierarchy/s5_analysis.py,Original S4/S5 archive; run.json identifies command and completion.json outcome
outputs/s5_analysis/closeout-analysis-20260917T211119Z/status.json,172,121ca24db4d719b410f1bb36ab42b7fc05cc951f7a76137a7758c71494901ca2,s5_analysis/closeout-analysis-20260917T211119Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,"Duplicate printed result, sample/status view, or report; completion and resources promoted",outputs/s5_analysis/closeout-analysis-20260917T211119Z/supervise.py; invokes experiments/case118_annual_hierarchy/s5_analysis.py,Original S4/S5 archive; run.json identifies command and completion.json outcome
outputs/s5_analysis/closeout-analysis-20260917T211119Z/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,s5_analysis/closeout-analysis-20260917T211119Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,promote,experiments/case118_annual_hierarchy/analysis/artifacts/analysis-completed/stderr.txt,"Selected code, final evidence, or documented run provenance",outputs/s5_analysis/closeout-analysis-20260917T211119Z/supervise.py; invokes experiments/case118_annual_hierarchy/s5_analysis.py,Original S4/S5 archive; run.json identifies command and completion.json outcome
outputs/s5_analysis/closeout-analysis-20260917T211119Z/stdout.json,44711,8ed9d782902c47f31003ce30a5fdf9e32abc8267c01b8e0d575219a9ef31c6f5,s5_analysis/closeout-analysis-20260917T211119Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,"Duplicate printed result, sample/status view, or report; completion and resources promoted",outputs/s5_analysis/closeout-analysis-20260917T211119Z/supervise.py; invokes experiments/case118_annual_hierarchy/s5_analysis.py,Original S4/S5 archive; run.json identifies command and completion.json outcome
outputs/s5_analysis/closeout-analysis-20260917T211119Z/supervise.py,4085,4b0d23aa22f50b1c05b76fb45830caa284132c3dc75bb40fbc33818bf02326a5,s5_analysis/closeout-analysis-20260917T211119Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,promote,experiments/case118_annual_hierarchy/analysis/artifacts/analysis-completed/supervise.py.txt,"Selected code, final evidence, or documented run provenance",outputs/s5_analysis/closeout-analysis-20260917T211119Z/supervise.py (source code; not a generated result),"Imports, environment variables and input paths are specified in this source; see group disposition"
outputs/s5_analysis/completed-analysis-summary.json,4445,d3d353fc066baca266cc7ac7e2ad352c7e4bd8f213f498933cef4f5e60c4252c,s5_analysis/completed-analysis-summary.json,analytical Case118 S4/S5; historical snapshots retain their own coverage,already-preserved,experiments/case118_annual_hierarchy/s5_closeout/prior_analysis_summary.json,Exact copy in s5_closeout/prior_analysis_summary.json; complete result is S5_RESULTS.json,"Nearby candidate producer(s), exact invocation not established: outputs/s5_analysis/analyze_dispatch_changes.py; outputs/s5_analysis/analyze_stress_correlations.py; outputs/s5_analysis/dashboard_stress.py; outputs/s5_analysis/dashboard_support.py; outputs/s5_analysis/plot_histograms_645.py; outputs/s5_analysis/plot_histograms_current.py; outputs/s5_analysis/plot_parallel_throughput.py; outputs/s5_analysis/plot_runtime_by_interval_1103.py; outputs/s5_analysis/plot_runtime_wallclock_1103.py; outputs/s5_analysis/plot_runtime_wallclock_current.py; outputs/s5_analysis/plot_since_computer_restart.py; outputs/s5_analysis/render_dispatch_changes.py; outputs/s5_analysis/render_dispatch_heatmaps.py; outputs/s5_analysis/render_timing_snapshot.py; outputs/s5_analysis/s5_dashboard.py; outputs/s5_analysis/test_dashboard_support.py; outputs/s5_analysis/update_wallclock_policy.py",Original source paths in scripts and retained artifact metadata; plotting environment
